#,Repository,Owner,Owner Type,Stars,Forks,Infected Files,File Paths,Description,Repo URL
162,hamza-nafasat/rentin-frontend,hamza-nafasat,User,0,0,1,postcss.config.mjs,,https://github.com/hamza-nafasat/rentin-frontend
163,rejoan121615/ClientOps,rejoan121615,User,0,0,1,frontend/postcss.config.mjs,"ClientOps is a full-stack internal operations dashboard designed for agencies and small businesses to manage clients, projects, team members, and workflows securely.",https://github.com/rejoan121615/ClientOps
164,SouravDn-p/CMR,SouravDn-p,User,0,0,1,postcss.config.mjs,,https://github.com/SouravDn-p/CMR
165,EmanDeveloper/EasyTech,EmanDeveloper,User,0,0,1,postcss.config.mjs,,https://github.com/EmanDeveloper/EasyTech
166,addis-ale/25-5-clock,addis-ale,User,0,0,1,postcss.config.mjs,,https://github.com/addis-ale/25-5-clock
167,MSCPerera/Job-Board-App,MSCPerera,User,0,0,1,job-board-app/postcss.config.mjs,,https://github.com/MSCPerera/Job-Board-App
168,Nathanim1919/nextjs-project,Nathanim1919,User,0,0,1,postcss.config.mjs,,https://github.com/Nathanim1919/nextjs-project
169,TimothyBabatu13/AegisHealth-Smart,TimothyBabatu13,User,0,0,1,aegis-health-smart/postcss.config.mjs,,https://github.com/TimothyBabatu13/AegisHealth-Smart
170,Senti-fi/Senti.fi,Senti-fi,User,0,0,1,frontend/postcss.config.mjs,,https://github.com/Senti-fi/Senti.fi
171,Zentaurios/stable-monitor,Zentaurios,User,0,0,1,postcss.config.mjs,,https://github.com/Zentaurios/stable-monitor
172,SouravDn-p/Frontend-task,SouravDn-p,User,0,0,1,postcss.config.mjs,,https://github.com/SouravDn-p/Frontend-task
173,Storaboy11/meerge,Storaboy11,User,0,0,1,postcss.config.mjs,,https://github.com/Storaboy11/meerge
174,ahmedghonim/esraa,ahmedghonim,User,0,0,1,postcss.config.mjs,,https://github.com/ahmedghonim/esraa
175,vrunda310/AIA-VEGA-Frontend,vrunda310,User,0,0,1,frontend/postcss.config.mjs,,https://github.com/vrunda310/AIA-VEGA-Frontend
176,emmanueldavidson96/popular_saas_product_landing_page,emmanueldavidson96,User,0,0,1,postcss.config.mjs,,https://github.com/emmanueldavidson96/popular_saas_product_landing_page
177,pratikp72/deal-Project,pratikp72,User,0,0,1,postcss.config.mjs,,https://github.com/pratikp72/deal-Project
178,Al-amin07/file_sure,Al-amin07,User,0,0,1,postcss.config.mjs,,https://github.com/Al-amin07/file_sure
179,waris-ansar/finstar,waris-ansar,User,0,0,1,postcss.config.mjs,,https://github.com/waris-ansar/finstar
180,MianHaziq/LKnight-Lms,MianHaziq,User,0,0,1,postcss.config.mjs,,https://github.com/MianHaziq/LKnight-Lms
181,pankajkhadse/TrustBasket,pankajkhadse,User,0,0,1,postcss.config.mjs,,https://github.com/pankajkhadse/TrustBasket
182,adnaan-2/content-generation,adnaan-2,User,0,0,1,postcss.config.mjs,,https://github.com/adnaan-2/content-generation
183,malikjunaidhassann/seller-panel,malikjunaidhassann,User,0,0,1,postcss.config.mjs,,https://github.com/malikjunaidhassann/seller-panel
184,mdnuruzzamannirob/your-capture-awards-dashboard,mdnuruzzamannirob,User,0,0,1,postcss.config.mjs,,https://github.com/mdnuruzzamannirob/your-capture-awards-dashboard
185,Minahil48/NY-caffine,Minahil48,User,0,0,1,postcss.config.mjs,All your cravings in one place,https://github.com/Minahil48/NY-caffine
186,FrazKhan1/dev-team-chat,FrazKhan1,User,0,0,1,postcss.config.mjs,,https://github.com/FrazKhan1/dev-team-chat
187,jrioscloud/financial-document-analyzer,jrioscloud,User,0,0,1,frontend/postcss.config.mjs,,https://github.com/jrioscloud/financial-document-analyzer
188,seemab-ahmed/rodopi,seemab-ahmed,User,0,0,1,postcss.config.mjs,,https://github.com/seemab-ahmed/rodopi
189,JudeTejada/digital-pods,JudeTejada,User,0,0,1,postcss.config.mjs,,https://github.com/JudeTejada/digital-pods
190,msuhels/RapidProject-Pos-System,msuhels,User,0,0,1,postcss.config.mjs,,https://github.com/msuhels/RapidProject-Pos-System
191,Al-amin07/project_5_frontend,Al-amin07,User,0,0,1,postcss.config.mjs,,https://github.com/Al-amin07/project_5_frontend
192,abdullah2310ishaq/afronaut,abdullah2310ishaq,User,0,0,1,postcss.config.mjs,,https://github.com/abdullah2310ishaq/afronaut
193,Jaskaran2701/Test-1,Jaskaran2701,User,0,0,1,postcss.config.mjs,,https://github.com/Jaskaran2701/Test-1
194,Deepanshu7-bit/nugen-interns,Deepanshu7-bit,User,0,0,1,postcss.config.mjs,,https://github.com/Deepanshu7-bit/nugen-interns
195,saifullah-max/bublr,saifullah-max,User,0,0,1,postcss.config.mjs,,https://github.com/saifullah-max/bublr
196,Meet2054/automa8x-production-new,Meet2054,User,0,0,1,postcss.config.mjs,,https://github.com/Meet2054/automa8x-production-new
197,bharatbrovitech/india-to-germany,bharatbrovitech,User,0,0,1,postcss.config.mjs,,https://github.com/bharatbrovitech/india-to-germany
198,PremShakti/PanchangCalendar,PremShakti,User,0,0,1,postcss.config.mjs,,https://github.com/PremShakti/PanchangCalendar
199,Pa-ppy/Checkout,Pa-ppy,User,0,0,1,postcss.config.mjs,,https://github.com/Pa-ppy/Checkout
200,Atif-Hameed/als-admin,Atif-Hameed,User,0,0,1,postcss.config.mjs,,https://github.com/Atif-Hameed/als-admin
201,Dawit212119/Devodemy,Dawit212119,User,0,0,1,postcss.config.mjs," Build an LMS using  Nextjs, React, Stripe, Mux, next app router, Prisma, Strip,  Mysql, Docker, AWS Lambda, , Redux Toolkit, Tailwind CSS, Shadcn, TypeScript, Zod, aws s3,aws CloudFront,Clerk,",https://github.com/Dawit212119/Devodemy
202,SouravDn-p/NextManager-YourInventoryManager,SouravDn-p,User,0,0,1,postcss.config.mjs,"Next.js Inventory Manager A full-stack Inventory Management System built with Next.js 14 App Router, Tailwind CSS, MongoDB, and Redux Toolkit (RTK Query). This app supports both social authentication via NextAuth.js (Google, GitHub) and traditional email/password login using JWT.",https://github.com/SouravDn-p/NextManager-YourInventoryManager
203,ranjannkumar/Token-Vesting-App,ranjannkumar,User,0,0,1,postcss.config.mjs,,https://github.com/ranjannkumar/Token-Vesting-App
204,Usamahafiz8/fetchdetails,Usamahafiz8,User,0,0,1,postcss.config.mjs,,https://github.com/Usamahafiz8/fetchdetails
205,freelancework00700/CRM-test-task,freelancework00700,User,0,0,1,postcss.config.mjs,,https://github.com/freelancework00700/CRM-test-task
206,ahmadraza382/APIs-integration,ahmadraza382,User,0,0,1,postcss.config.mjs,Get data From Apis and just for practice and rough,https://github.com/ahmadraza382/APIs-integration
207,akashmuhammadabrrar/Resume-builder-NextTypescript,akashmuhammadabrrar,User,0,0,1,postcss.config.mjs,,https://github.com/akashmuhammadabrrar/Resume-builder-NextTypescript
208,abimtad/Customer-feedback,abimtad,User,0,0,1,postcss.config.mjs,,https://github.com/abimtad/Customer-feedback
209,SanjayaPrasadRajapaksha/Blog_App,SanjayaPrasadRajapaksha,User,0,0,1,postcss.config.mjs,,https://github.com/SanjayaPrasadRajapaksha/Blog_App
210,MunibQazi12/next-starter-template,MunibQazi12,User,0,0,1,postcss.config.mjs,,https://github.com/MunibQazi12/next-starter-template
211,PremShakti/multi-tenet-school-profile-app,PremShakti,User,0,0,1,postcss.config.mjs,,https://github.com/PremShakti/multi-tenet-school-profile-app
212,mirzaghalib4726/committee-system-next,mirzaghalib4726,User,0,0,1,postcss.config.mjs,,https://github.com/mirzaghalib4726/committee-system-next
213,ChiraniSiriwardhana/Spirit11,ChiraniSiriwardhana,User,0,0,1,postcss.config.mjs,A secure and user-friendly authentication system,https://github.com/ChiraniSiriwardhana/Spirit11
214,developerdesigner18/Frontend-Task,developerdesigner18,User,0,0,1,postcss.config.mjs,,https://github.com/developerdesigner18/Frontend-Task
215,noors-code/Account-Settings,noors-code,User,0,0,1,postcss.config.mjs,,https://github.com/noors-code/Account-Settings
216,finom/vovk-hello-world,finom,User,0,0,1,postcss.config.mjs,Vovk.ts Hello World App,https://github.com/finom/vovk-hello-world
217,Yashpreetrana4790/Bestvocabulary_platform,Yashpreetrana4790,User,0,0,1,postcss.config.mjs,Vocab learning website,https://github.com/Yashpreetrana4790/Bestvocabulary_platform
218,Atif-Hameed/unsigned-admin,Atif-Hameed,User,0,0,1,postcss.config.mjs,,https://github.com/Atif-Hameed/unsigned-admin
219,saifullah-max/mandviwalla-mauser,saifullah-max,User,0,0,1,postcss.config.mjs,,https://github.com/saifullah-max/mandviwalla-mauser
220,Navoda001/Solana,Navoda001,User,0,0,1,postcss.config.mjs,,https://github.com/Navoda001/Solana
221,wolfstudiosai/braxx-frontend-v2,wolfstudiosai,User,0,0,1,postcss.config.mjs,,https://github.com/wolfstudiosai/braxx-frontend-v2
222,cywasay/neorecruits-,cywasay,User,0,0,1,postcss.config.mjs,,https://github.com/cywasay/neorecruits-
223,raoarafat/steelh-website,raoarafat,User,0,0,1,postcss.config.mjs,,https://github.com/raoarafat/steelh-website
224,Qasim-dev/stock-tracker,Qasim-dev,User,0,0,1,postcss.config.mjs,,https://github.com/Qasim-dev/stock-tracker
225,teresagrobecker/pensio_consortia,teresagrobecker,User,0,0,1,frontend/postcss.config.mjs,,https://github.com/teresagrobecker/pensio_consortia
226,umarabid123/Raise-Your-Hack,umarabid123,User,0,0,1,frontend/postcss.config.mjs,,https://github.com/umarabid123/Raise-Your-Hack
227,dhruvmalik007/xrpl_haks_hackathon_project,dhruvmalik007,User,0,0,1,postcss.config.mjs,XRPL hack competition submission: developing RAG agent framework for price monitoring and market making of impact certificates,https://github.com/dhruvmalik007/xrpl_haks_hackathon_project
228,addis-ale/EGA,addis-ale,User,0,0,1,postcss.config.mjs,,https://github.com/addis-ale/EGA
229,addis-ale/free_code_camp_task_01,addis-ale,User,0,0,1,postcss.config.mjs,Free codecamp front end libraries certification task ,https://github.com/addis-ale/free_code_camp_task_01
230,addis-ale/gd-landing-page,addis-ale,User,0,0,1,postcss.config.mjs,,https://github.com/addis-ale/gd-landing-page
231,Al-amin07/purple-cat-client,Al-amin07,User,0,0,1,postcss.config.mjs,,https://github.com/Al-amin07/purple-cat-client
232,Al-amin07/apparel-trade-bd,Al-amin07,User,0,0,1,postcss.config.mjs,,https://github.com/Al-amin07/apparel-trade-bd
233,Al-amin07/hyshin,Al-amin07,User,0,0,1,postcss.config.mjs,,https://github.com/Al-amin07/hyshin
234,Al-amin07/web-programming-lab,Al-amin07,User,0,0,1,postcss.config.mjs,,https://github.com/Al-amin07/web-programming-lab
235,mdnuruzzamannirob/relo-website,mdnuruzzamannirob,User,0,0,1,postcss.config.mjs,,https://github.com/mdnuruzzamannirob/relo-website
236,Harsimran-Nugen/assignment,Harsimran-Nugen,User,0,0,1,postcss.config.mjs,,https://github.com/Harsimran-Nugen/assignment
237,cto-varun/user-crud-design-nextjs,cto-varun,User,0,0,1,postcss.config.mjs,,https://github.com/cto-varun/user-crud-design-nextjs
238,Aman-scripts/NugenEmployabilityTest,Aman-scripts,User,0,0,1,postcss.config.mjs,,https://github.com/Aman-scripts/NugenEmployabilityTest
239,akashstwt/inventory-management-majorproject,akashstwt,User,0,0,1,client/postcss.config.mjs,,https://github.com/akashstwt/inventory-management-majorproject
240,akashstwt/TheGitcode,akashstwt,User,0,0,1,gitcodeweb/postcss.config.mjs,,https://github.com/akashstwt/TheGitcode
241,Atif-Hameed/ALS-Panel,Atif-Hameed,User,0,0,1,postcss.config.mjs,,https://github.com/Atif-Hameed/ALS-Panel
242,umarabid123/store-forge,umarabid123,User,0,0,1,frontend/postcss.config.mjs,,https://github.com/umarabid123/store-forge
243,addis-ale/discord,addis-ale,User,0,0,1,postcss.config.mjs,,https://github.com/addis-ale/discord
244,addis-ale/hirecards-prod,addis-ale,User,0,0,1,postcss.config.mjs,,https://github.com/addis-ale/hirecards-prod
245,addis-ale/ega_updated,addis-ale,User,0,0,1,postcss.config.mjs,,https://github.com/addis-ale/ega_updated
246,addis-ale/group-match,addis-ale,User,0,0,1,postcss.config.mjs,,https://github.com/addis-ale/group-match
247,SanjayaPrasadRajapaksha/Hotel_Booking-Admin_Panel,SanjayaPrasadRajapaksha,User,0,0,1,postcss.config.mjs,,https://github.com/SanjayaPrasadRajapaksha/Hotel_Booking-Admin_Panel
248,SanjayaPrasadRajapaksha/Todo_App,SanjayaPrasadRajapaksha,User,0,0,1,my-app/postcss.config.mjs,,https://github.com/SanjayaPrasadRajapaksha/Todo_App
249,PremShakti/Inventory-Todo-Manager,PremShakti,User,0,0,1,postcss.config.mjs,,https://github.com/PremShakti/Inventory-Todo-Manager
250,fsdteam8/lowready-dashboard,fsdteam8,User,0,0,1,postcss.config.mjs,,https://github.com/fsdteam8/lowready-dashboard
251,badhon252/shift-scheduler,badhon252,User,0,0,1,postcss.config.mjs,Build to streamline the shift scheduler,https://github.com/badhon252/shift-scheduler
252,fsdteam8/stevenar77-dashboard,fsdteam8,User,0,0,1,postcss.config.mjs,,https://github.com/fsdteam8/stevenar77-dashboard
253,Atif-Hameed/unsigned-frontend,Atif-Hameed,User,0,0,1,postcss.config.mjs,,https://github.com/Atif-Hameed/unsigned-frontend
254,Atif-Hameed/social-admin,Atif-Hameed,User,0,0,1,postcss.config.mjs,,https://github.com/Atif-Hameed/social-admin
255,Atif-Hameed/cybenty,Atif-Hameed,User,0,0,1,postcss.config.mjs,,https://github.com/Atif-Hameed/cybenty
256,anthemnandani/ai,anthemnandani,User,0,0,1,postcss.config.mjs,,https://github.com/anthemnandani/ai
257,mijanConnect/the-piegeon-hub-website,mijanConnect,User,0,0,1,postcss.config.mjs,,https://github.com/mijanConnect/the-piegeon-hub-website
258,Button-20/juzbuild,Button-20,User,0,0,1,postcss.config.mjs,,https://github.com/Button-20/juzbuild
259,HyderYash/my-progess-tracker,HyderYash,User,0,0,1,postcss.config.mjs,,https://github.com/HyderYash/my-progess-tracker
260,MohamedH1000/course,MohamedH1000,User,0,0,1,postcss.config.mjs,,https://github.com/MohamedH1000/course
261,nipun-imesh/sample-react,nipun-imesh,User,0,0,1,postcss.config.mjs,,https://github.com/nipun-imesh/sample-react
262,sayyamButt317/ishout,sayyamButt317,User,0,0,1,postcss.config.mjs,,https://github.com/sayyamButt317/ishout
263,rvmediacorp/Headshot-Portland-Official,rvmediacorp,User,0,0,1,postcss.config.mjs,,https://github.com/rvmediacorp/Headshot-Portland-Official
264,Sawjal-sikder/faceAi-front-end,Sawjal-sikder,User,0,0,1,postcss.config.mjs,,https://github.com/Sawjal-sikder/faceAi-front-end
265,SanjayaPrasadRajapaksha/E-Commerce,SanjayaPrasadRajapaksha,User,0,0,1,postcss.config.mjs,,https://github.com/SanjayaPrasadRajapaksha/E-Commerce
266,Rahulkumarhavit/multi-tenant-architecture,Rahulkumarhavit,User,0,0,1,postcss.config.mjs,,https://github.com/Rahulkumarhavit/multi-tenant-architecture
267,Mohsin-Javed48/connectors-nextJs,Mohsin-Javed48,User,0,0,1,postcss.config.mjs,,https://github.com/Mohsin-Javed48/connectors-nextJs
268,Axxi3/hennery,Axxi3,User,0,0,1,postcss.config.mjs,,https://github.com/Axxi3/hennery
269,UzairAhmedDahraj/clickup-nextjs-demo,UzairAhmedDahraj,User,0,0,1,postcss.config.mjs,,https://github.com/UzairAhmedDahraj/clickup-nextjs-demo
270,Mike-flowbiz/Flowbiz-backend,Mike-flowbiz,User,0,0,1,postcss.config.mjs,"Backend API for FlowBiz – Node.js, PostgreSQL, JWT, PDF service",https://github.com/Mike-flowbiz/Flowbiz-backend
271,phillipshepard1/internal-re-crm,phillipshepard1,User,0,0,1,postcss.config.mjs,,https://github.com/phillipshepard1/internal-re-crm
272,mahadi-zulfiker/mz-events-frontend,mahadi-zulfiker,User,0,0,1,postcss.config.mjs,"A modern, responsive, and feature-rich frontend for the Events & Activities Platform, built with Next.js 14 and Tailwind CSS. This application provides a seamless experience for users to discover events, hosts to manage their listings, and admins to oversee the platform.",https://github.com/mahadi-zulfiker/mz-events-frontend
273,fareed-aslam/capitalkv,fareed-aslam,User,0,0,1,CapitalKV-AI-master/frontend/postcss.config.mjs,,https://github.com/fareed-aslam/capitalkv
274,TimothyBabatu13/Stampchain,TimothyBabatu13,User,0,0,1,stamp-chain/postcss.config.mjs,,https://github.com/TimothyBabatu13/Stampchain
275,iamanaskhan10/my-portfolio-nextjs,iamanaskhan10,User,0,0,1,postcss.config.mjs,,https://github.com/iamanaskhan10/my-portfolio-nextjs
276,MatiasCuadra98/ai-excel,MatiasCuadra98,User,0,0,1,apps/frontend/postcss.config.mjs,,https://github.com/MatiasCuadra98/ai-excel
277,manuel-spec/another-portfolio,manuel-spec,User,0,0,1,postcss.config.mjs,,https://github.com/manuel-spec/another-portfolio
278,kasunwathsala/Nextjs-Protfolio,kasunwathsala,User,0,0,1,postcss.config.mjs,"A vibrant, modern, and fully responsive portfolio website built with Next.js 14, TypeScript, and Tailwind CSS. Features stunning gradient designs, smooth animations, and a colorful UI that showcases your projects and skills in an eye-catching way.",https://github.com/kasunwathsala/Nextjs-Protfolio
279,shayanwd/vts-nextjs,shayanwd,User,0,0,2,postcss.config.mjs | eslint.config.mjs,,https://github.com/shayanwd/vts-nextjs
280,JudeTejada/reactly,JudeTejada,User,0,0,1,apps/web/postcss.config.mjs,,https://github.com/JudeTejada/reactly
281,fyunusa/video-tool,fyunusa,User,0,0,1,postcss.config.mjs,,https://github.com/fyunusa/video-tool
282,TranDoanKhoe/Velvere,TranDoanKhoe,User,0,0,5,src/components_bonus/my-tab/postcss.config.mjs | src/components_bonus/my-app/postcss.config.mjs | src/components_bonus/my-select/postcss.config.mjs | src/components_bonus/my-button/postcss.config.mjs | src/components_bonus/my-calendar/postcss.config.mjs,,https://github.com/TranDoanKhoe/Velvere
283,cywasay/leaders,cywasay,User,0,0,1,leaders-admin/postcss.config.mjs,,https://github.com/cywasay/leaders
284,TimothyBabatu13/TokenMind,TimothyBabatu13,User,0,0,1,token-mind/postcss.config.mjs,Smart AI brain for tokens,https://github.com/TimothyBabatu13/TokenMind
285,shani-techv1/source-app-v2,shani-techv1,User,0,0,1,postcss.config.mjs,,https://github.com/shani-techv1/source-app-v2
286,Mfahadk99/syssel-web-internal,Mfahadk99,User,0,0,1,postcss.config.mjs,,https://github.com/Mfahadk99/syssel-web-internal
287,Nathanim1919/time-lens,Nathanim1919,User,0,0,1,postcss.config.mjs,,https://github.com/Nathanim1919/time-lens
288,addis-ale/wetruck-shipper,addis-ale,User,0,0,1,postcss.config.mjs,,https://github.com/addis-ale/wetruck-shipper
289,Romicha935/image-gallery,Romicha935,User,0,0,1,postcss.config.mjs,,https://github.com/Romicha935/image-gallery
290,Ali-Hamas/Todo-App,Ali-Hamas,User,0,0,1,frontend/postcss.config.mjs,,https://github.com/Ali-Hamas/Todo-App
291,MohamedH1000/philadelphia_university,MohamedH1000,User,0,0,1,postcss.config.mjs,,https://github.com/MohamedH1000/philadelphia_university
292,saifullah-max/surfchem,saifullah-max,User,0,0,1,postcss.config.mjs,,https://github.com/saifullah-max/surfchem
293,ahnaafarafee/bionic-seven,ahnaafarafee,User,0,0,2,postcss.config.mjs | eslint.config.mjs,Official website of Bionic 7 - Biomedical Engineering batch 7 of Islamic University,https://github.com/ahnaafarafee/bionic-seven
294,malirazaansari/Protfolio_project,malirazaansari,User,0,0,1,postcss.config.mjs,My Personal Protfolio,https://github.com/malirazaansari/Protfolio_project
295,ayanmal1k/DragoPump,ayanmal1k,User,0,0,1,postcss.config.mjs,Solana token Site,https://github.com/ayanmal1k/DragoPump
296,Shumaim-Naseer-Kiyani/framer_project,Shumaim-Naseer-Kiyani,User,0,0,1,postcss.config.mjs,,https://github.com/Shumaim-Naseer-Kiyani/framer_project
297,prosigns/dex-data-aggregation,prosigns,User,0,0,1,postcss.config.mjs,,https://github.com/prosigns/dex-data-aggregation
298,MrSohaibAhmed/interview-assessment,MrSohaibAhmed,User,0,0,1,postcss.config.mjs,,https://github.com/MrSohaibAhmed/interview-assessment
299,roma2023/Snoonu,roma2023,User,0,0,1,postcss.config.mjs,,https://github.com/roma2023/Snoonu
300,Mohsin-Javed48/nextjs-witd-oasis,Mohsin-Javed48,User,0,0,1,postcss.config.mjs,,https://github.com/Mohsin-Javed48/nextjs-witd-oasis
301,kasunwathsala/Caramel-Pudding-web,kasunwathsala,User,0,0,1,postcss.config.mjs,"A premium e-commerce platform for caramel pudding sales built with Next.js and shadcn/ui.  Features a full shopping experience with product catalog, shopping cart, checkout, and responsive  design. Ready for payment integration and scaling with your own database backend.",https://github.com/kasunwathsala/Caramel-Pudding-web
302,mahadi-zulfiker/crm,mahadi-zulfiker,User,0,0,1,postcss.config.mjs,"A full-stack, role-based Recruitment Management System designed to streamline hiring workflows for organizations and HR teams.",https://github.com/mahadi-zulfiker/crm
303,humayun506034/ReviewHub-Client,humayun506034,User,0,0,1,postcss.config.mjs,,https://github.com/humayun506034/ReviewHub-Client
304,brianonbased-dev/BaseAppShop,brianonbased-dev,User,0,0,1,postcss.config.mjs,Brian Shopify store for Base App,https://github.com/brianonbased-dev/BaseAppShop
305,sanjay10985/lead-generation-landing-page,sanjay10985,User,0,0,1,postcss.config.mjs,,https://github.com/sanjay10985/lead-generation-landing-page
306,Rahulkumarhavit/finance-advisor,Rahulkumarhavit,User,0,0,1,postcss.config.mjs,,https://github.com/Rahulkumarhavit/finance-advisor
307,ayanmal1k/Sol-Market,ayanmal1k,User,0,0,1,postcss.config.mjs,,https://github.com/ayanmal1k/Sol-Market
308,Mohsin-Javed48/dresscode-nextjs,Mohsin-Javed48,User,0,0,1,postcss.config.mjs,,https://github.com/Mohsin-Javed48/dresscode-nextjs
309,Hriday-paul/anyjob-wellcome,Hriday-paul,User,0,0,1,postcss.config.mjs,,https://github.com/Hriday-paul/anyjob-wellcome
310,a-belard/rayyan,a-belard,User,0,0,1,frontend/postcss.config.mjs,,https://github.com/a-belard/rayyan
311,kasunwathsala/Service-marketplace,kasunwathsala,User,0,0,1,navbar-vite (3)/postcss.config.mjs," A comprehensive full-stack web application that connects customers with  service providers across multiple categories including one-day services,  contract-based work, and part-time opportunities.",https://github.com/kasunwathsala/Service-marketplace
312,kasunwathsala/saloon-booking-system,kasunwathsala,User,0,0,1,salon-booking-system/postcss.config.mjs,"A modern, responsive salon booking website built with Next.js and React. This comprehensive beauty salon management system features service listings, stylist profiles, multi-step appointment booking, customer testimonials, and contact management.",https://github.com/kasunwathsala/saloon-booking-system
313,Nathanim1919/becoming,Nathanim1919,User,0,0,1,postcss.config.mjs,,https://github.com/Nathanim1919/becoming
314,Adithyahewage/portfolio_website,Adithyahewage,User,0,0,1,postcss.config.mjs,,https://github.com/Adithyahewage/portfolio_website
315,Ali-Hamas/Website-Todo,Ali-Hamas,User,0,0,1,frontend/postcss.config.mjs,,https://github.com/Ali-Hamas/Website-Todo
316,MohamedH1000/Mersal,MohamedH1000,User,0,0,1,postcss.config.mjs,,https://github.com/MohamedH1000/Mersal
317,MohamedH1000/cruise,MohamedH1000,User,0,0,1,postcss.config.mjs,,https://github.com/MohamedH1000/cruise
318,kasunwathsala/portfolio-2026,kasunwathsala,User,0,0,1,postcss.config.mjs,,https://github.com/kasunwathsala/portfolio-2026
319,mahadi-zulfiker/SpaceZee,mahadi-zulfiker,User,0,0,1,postcss.config.mjs,Live website,https://github.com/mahadi-zulfiker/SpaceZee
320,mahadi-zulfiker/REPLIQ-Limited-Task,mahadi-zulfiker,User,0,0,1,postcss.config.mjs,Live Link,https://github.com/mahadi-zulfiker/REPLIQ-Limited-Task
321,ahmadraza382/E-commerce-website,ahmadraza382,User,0,0,1,postcss.config.mjs,,https://github.com/ahmadraza382/E-commerce-website
322,Rahulkumarhavit/carmarket-place,Rahulkumarhavit,User,0,0,1,postcss.config.mjs,,https://github.com/Rahulkumarhavit/carmarket-place
323,Rahulkumarhavit/Nextjs-productivity,Rahulkumarhavit,User,0,0,1,postcss.config.mjs,,https://github.com/Rahulkumarhavit/Nextjs-productivity
324,tanushka1726/react_next,tanushka1726,User,0,0,1,postcss.config.mjs,"Reader Website is a modern, responsive web application built using Next.js and TypeScript, designed to showcase and explore books with a smooth user experience. It features dynamic routing, reusable components, and is fully deployed for public access. Ideal for readers, book enthusiasts, or content platforms looking for an interactive reading.",https://github.com/tanushka1726/react_next
325,Sameer447/O2_app,Sameer447,User,0,0,1,postcss.config.mjs,,https://github.com/Sameer447/O2_app
326,dmytro-chushko/portfolio-dev-dc,dmytro-chushko,User,0,0,1,postcss.config.mjs,,https://github.com/dmytro-chushko/portfolio-dev-dc
327,Axxi3/ladyfoxx,Axxi3,User,0,0,1,postcss.config.mjs,,https://github.com/Axxi3/ladyfoxx
328,Vladyslav0060/autopartner,Vladyslav0060,User,0,0,1,postcss.config.mjs,,https://github.com/Vladyslav0060/autopartner
329,PremShakti/jewelry-kiosk,PremShakti,User,0,0,1,postcss.config.mjs,,https://github.com/PremShakti/jewelry-kiosk
330,theeurbanlegend/Hackathon-Submission,theeurbanlegend,User,0,0,1,client/postcss.config.mjs,,https://github.com/theeurbanlegend/Hackathon-Submission
331,SouravDn-p/NextManager-YourInventory-Manager,SouravDn-p,User,0,0,1,postcss.config.mjs,"Next.js Inventory Manager A full-stack Inventory Management System built with Next.js 14 App Router, Tailwind CSS, MongoDB, and Redux Toolkit (RTK Query). This app supports both social authentication via NextAuth.js (Google, GitHub) and traditional email/password login using JWT.",https://github.com/SouravDn-p/NextManager-YourInventory-Manager
332,abdullah2310ishaq/zeebuddy,abdullah2310ishaq,User,0,0,1,postcss.config.mjs,,https://github.com/abdullah2310ishaq/zeebuddy
333,JudeTejada/project-monitoring,JudeTejada,User,0,0,1,postcss.config.mjs,,https://github.com/JudeTejada/project-monitoring
334,salwaaliakbar/my-portfolio,salwaaliakbar,User,0,0,1,postcss.config.mjs,,https://github.com/salwaaliakbar/my-portfolio
335,abdullah2310ishaq/company,abdullah2310ishaq,User,0,0,1,postcss.config.mjs,,https://github.com/abdullah2310ishaq/company
336,wahab3913/kalibar-manger1,wahab3913,User,0,0,1,postcss.config.mjs,,https://github.com/wahab3913/kalibar-manger1
337,ninjadevhub/Flood-Risk-Mapper,ninjadevhub,User,0,0,1,postcss.config.mjs,,https://github.com/ninjadevhub/Flood-Risk-Mapper
338,trobits/trobits-frontend,trobits,User,0,0,1,postcss.config.mjs,,https://github.com/trobits/trobits-frontend
339,Shumaim-Naseer-Kiyani/ai_landing_page,Shumaim-Naseer-Kiyani,User,0,0,1,postcss.config.mjs,,https://github.com/Shumaim-Naseer-Kiyani/ai_landing_page
340,ChiraniSiriwardhana/Portfolio,ChiraniSiriwardhana,User,0,0,1,postcss.config.mjs,,https://github.com/ChiraniSiriwardhana/Portfolio
341,carrantal/frontend,carrantal,User,0,0,1,postcss.config.mjs,,https://github.com/carrantal/frontend
342,Nathanim1919/atlas,Nathanim1919,User,0,0,1,postcss.config.mjs,,https://github.com/Nathanim1919/atlas
343,asadullah-kazmi/syncspace,asadullah-kazmi,User,0,0,1,frontend/postcss.config.mjs,"A real-time collaboration platform built with Next.js, WebSockets, and CRDTs (Yjs), enabling multi-user document editing with conflict-free state synchronization and low-latency updates.",https://github.com/asadullah-kazmi/syncspace
344,usman-174/form-pdf,usman-174,User,0,0,1,postcss.config.mjs,,https://github.com/usman-174/form-pdf
345,evenwalser/FinalPaperclipPro,evenwalser,User,0,0,1,postcss.config.mjs,For Hetal to move to Paperclip Vercel,https://github.com/evenwalser/FinalPaperclipPro
346,huzzy12/portfolio,huzzy12,User,0,0,1,postcss.config.mjs,My portfolio website,https://github.com/huzzy12/portfolio
347,Sameer447/my-app,Sameer447,User,0,0,1,postcss.config.mjs,,https://github.com/Sameer447/my-app
348,wahab3913/kalibar,wahab3913,User,0,0,1,postcss.config.mjs,,https://github.com/wahab3913/kalibar
